Octopus Tree,12,Huge,plant,14,NE,,Temperate Aquatic,Material,130,Fiend Folio,1
Ocularon,12,Large,aberration,12,CE,Temperate/Warm,Hills/Marshes/Underground,Material,132,Fiend Folio,1
Ophidian,2,Medium,monstrous humanoid(reptilian),3,CN,Warm,Forests/Underground,Material,133,Fiend Folio,1
Oread,7,Medium,fey(earth),7,LN,,Mountains,Material,134,Fiend Folio,1
Phiuhl,11,Large,aberration(extraplanar),9,NE,,Any/Underground,Gehenna,135,Fiend Folio,1
Planetouched: Maeluth,1/2,Medium,outsider(native),1,LE,,Underground,Material,136,Fiend Folio,1
Planetouched: Mechantrix,1/2,Medium,outsider(native),1,LN,,Any/Underground,Material,137,Fiend Folio,1
Planetouched: Shyft,1,Medium,outsider(native),1,N,,Any/Underground,Material,138,Fiend Folio,1
Planetouched: Wispling,1/2,Small,outsider(native),1,E,,Any,Material,139,Fiend Folio,1
Quth-Maren,7,Medium,undead,10,CE,,Underground,Material,139,Fiend Folio,1
Ahuizotl,6,Large,aberration(aquatic),7,CE,Warm,Aquatic,Material,14,Fiend Folio,1
Rilmani Aurumach,17,Large,outsider(extraplanar),16,N,,Any/Underground,Outlands,141,Fiend Folio,1
Rilmani Cuprilach,12,Medium,outsider(extraplanar),12,N,,Any/Underground,Outlands,142,Fiend Folio,1
Rilmani Ferrumach,9,Medium,outsider(extraplanar),8,N,,Any/Underground,Outlands,143,Fiend Folio,1
Rukanyr,9,Large,aberration,7,NE,,Any/Underground,Material,144,Fiend Folio,1
Sarkrith Spelleater,13,Large,monstrous humanoid,15,LE,Warm,Forests/Underground,Material,145,Fiend Folio,1
Sarkrith Thane,11,Large,monstrous humanoid,11,LE,Warm,Forests/Underground,Material,146,Fiend Folio,1
Sea Drake,15,Gargantuan,dragon(aquatic),12,N,,Aquatic,Material,147,Fiend Folio,1
Selkie,1,Medium,"humanoid(aquatic, shapechanger)",3,N,Cold,Aquatic,Material,148,Fiend Folio,1
Senmurv,3,Large,magical beast,3,LG,,Forests/Mountains,Material,149,Fiend Folio,1
Aoa Droplet,3,Medium,outsider(extraplanar),3,N,,Any/Underground,"Astral, Ethereal",15,Fiend Folio,1
Shadar-Kai,1,Medium,fey(extraplanar),3,N,,Forests/Underground,Shadow,150,Fiend Folio,1
Shadow Asp,1,Tiny,magical beast,1,N,,Underground,Material,152,Fiend Folio,1
Shedu,10,Large,magical beast,9,LG,,Any/Underground,Material,153,Fiend Folio,1
Skulk,2,Medium,humanoid,2,CE,,Any/Underground,Material,154,Fiend Folio,1
Skybleeder,12,Huge,aberration,12,NE,,Hills/Mountains,Material,155,Fiend Folio,1
"Slaad, Mud",6,Medium,"outsider(chaotic, extraplanar)",6,CN,,Any/Underground,Limbo,157,Fiend Folio,1
Slasrath,7,Large,aberration(extraplanar),8,N,,Any/Underground,Hades,158,Fiend Folio,1
Spectral Lurker,17,Huge,aberration(incorporeal),16,NE,,Any/Underground,Material,158,Fiend Folio,1
Aoa Sphere,15,Huge,outsider,13,N,,Any/Underground,"Astral, Ethereal",16,Fiend Folio,1
Bloodbloater,1,Medium,"ooze(aquatic, swarm)",2,N,,Aquatic,Material,16,Fiend Folio,1
Spirit of the Air,11,Large,magical beast(air),11,N,,Any,Material,160,Fiend Folio,1
Sporebat,10,Medium,plant,15,N,Temperate,Hills/Plains,Material,161,Fiend Folio,1
Spriggan,3,Small,fey,5,C,,Forests,Material,162,Fiend Folio,1
Steel Predator,13,Large,outsider(extraplanar),12,N,,Any,Acheron,163,Fiend Folio,1
Sunwyrm,14,Large,dragon,12,CN,Warm,Deserts/Plains,Material,164,Fiend Folio,1
Abyssal Ant Swarm,16,Medium,"aberration(extraplanar, swarm)",20,CE,,Any/Underground,Abyss,166,Fiend Folio,1
"Cranium Rat Swarm, Lesser Pack",2,Medium,"magical beast(extraplanar, swarm)",6,NE,,Any/Underground,Any Outer,167,Fiend Folio,1
Plague Ant Swarm,5,Medium,vermin(swarm),10,N,Warm,ANY/Underground,Material,167,Fiend Folio,1
"Cranium Rat Swarm, Average Pack",5,Medium,"magical beast(extraplanar, swarm)",12,NE,,Any/Underground,Any Outer,168,Fiend Folio,1
"Cranium Rat Swarm, Greater Pack",11,Medium,"magical beast(extraplanar, swarm)",24,NE,,Any/Underground,Any Outer,169,Fiend Folio,1
Flotsam Ooze,2,Medium,ooze(aquatic),2,N,,Aquatic,Material,17,Fiend Folio,1
"Locust Swarm, Bloodfiend",8,Medium,"vermin(extraplanar, swarm)",14,CE,,Any/Underground,Abyss,170,Fiend Folio,1
"Locust Swarm, Rapture",6,Medium,vermin(swarm),10,NE,,Any,Material,170,Fiend Folio,1
Scarab Beetle Swarm,10,Medium,vermin(swarm),15,N,,Deserts/Underground,Material,171,Fiend Folio,1
Viper Swarm,3,Medium,animal(swarm),5,N,Warm,ANY/Underground,Material,172,Fiend Folio,1
Swordwraith,7,Medium,undead(AUGMENTED),5,LE,,Any/Underground,Material,173,Fiend Folio,1
Tarlen,2,Medium,magical beast(extraplanar),4,NE,,Aquatic/Land,"Carceri, Gehenna, Hades",174,Fiend Folio,1
Terror Bird,4,Large,animal,7,N,,Forests/Hills/Plains,Material,175,Fiend Folio,1
Thunder Worm,21,Colossal,magical beast,48,N,Temperate,ANY,Material,176,Fiend Folio,1
Ti-Khana Deinonychus,5,Large,magical beast,4,CE,Warm,Forests/Underground,Material,177,Fiend Folio,1
Tunnel Terror,15,Huge,aberration,18,NE,,Underground,Material,179,Fiend Folio,1
Bacchae,2,Medium,outsider(extraplanar),2,CN,,Any/Underground,Arborea,18,Fiend Folio,1
Reekmurk,6,Huge,ooze(aquatic),5,N,Cold,Aquatic,Material,18,Fiend Folio,1
Ulgurstasta,11,Gargantuan,undead,17,CE,,Any/Underground,Material,180,Fiend Folio,1
Varrangoin Arcanist,11,Medium,magical beast(extraplanar),8,CE,,Any/Underground,Abyss,182,Fiend Folio,1
"Varrangoin, Lesser",6,Medium,magical beast(extraplanar),5,CE,,Any/Underground,Abyss,183,Fiend Folio,1
Varrangoin Rager,10,Medium,magical beast(extraplanar),8,CE,,Any/Underground,Abyss,184,Fiend Folio,1
Vine Horror,4,Medium,plant(aquatic),5,NE,,Aquatic/Marshes,Material,185,Fiend Folio,1
Vorr,4,Medium,"outsider(cold, evil, extraplanar)",3,CE,,Any/Underground,Abyss,186,Fiend Folio,1
magical beast(AUGMENTED),6,Medium,fey(cold),4,CE,Cold,Forests,Material,186,Fiend Folio,1
DRAGONKIN,3,LARGE,MONSTROUS HUMANOID (REPTILIAN),7,CE,,ANY ,MATERIAL,45,Monsters of Faerun,1
Wicker Man,11,Huge,construct,12,N,,Any,Material,188,Fiend Folio,1
Yellow Musk Creeper,4,Huge,plant,6,N,,Any/Underground,Material,190,Fiend Folio,1
Yellow Musk Zombie Orc,1/2,Medium,plant(AUGMENTED),1,N,,Any/Underground,Material,191,Fiend Folio,1
Yuan-Ti Anathema,18,Huge,aberration,22,CE,Warm,Forests/Underground,Material,193,Fiend Folio,1
Yugoloth: Piscoloth,9,Medium,"outsider(evil, extraplanar)",9,NE,,Any/Underground,Gehenna,196,Fiend Folio,1
Yugoloth: Skeroloth,3,Small,"outsider(evil, extraplanar)",4,NE,,Any/Underground,Gehenna,197,Fiend Folio,1
Yurian,1,Medium,monstrous humanoid(aquatic),3,N,Temperate/Warm, Aquatic,Material,198,Fiend Folio,1
Zodar,16,Medium,construct,16,CN,,Any,Material,199,Fiend Folio,1
Bhut,9,Medium,undead(incorporeal),8,NE,,Any,Material,20,Fiend Folio,1
Blackstone Gigant,18,Gargantuan,construct,32,NE,,Any,Material,21,Fiend Folio,1
Blood Hawk,1/2,Small,magical beast,1,N,,Forests/Hills/Mountains/Plains,Material,22,Fiend Folio,1
Bonespear,12,Large,vermin(extraplanar),15,N,,Any/Underground,Acheron,24,Fiend Folio,1
"Canomorph, Haraknin",5,Medium,"outsider(evil, extraplanar, fire, lawful, shapechanger)",6,LE,,Any/Underground,Baator (Nine Hells),25,Fiend Folio,1
"Canomorph, Shadurakul",11,Medium,"outsider(evil, extraplanar, shapechanger)",10,NE,,Any/Underground,Gehenna,27,Fiend Folio,1
"Canomorph, Vultivor",9,Medium,outsider,8,CE,,Any/Underground,Abyss,28,Fiend Folio,1
Caryatid Column,6,Medium,construct,6,N,,Any,Material,30,Fiend Folio,1
Century Worm,19,Gargantuan,vermin,40,N,,Any/Underground,Material,31,Fiend Folio,1
Chronotyryn,19,Large,magical beast(extraplanar),17,LE,,Any/Underground,Acheron,33,Fiend Folio,1
Chwidencha,9,Large,aberration,12,N,,Underground,Material,34,Fiend Folio,1
Crawling Head,20,Huge,undead,28,CE,,Deserts/Underground,Material,35,Fiend Folio,1
Crypt Thing,3,Medium,undead,6,N,,Underground,Material,36,Fiend Folio,1
Dark Creeper,3,Small,humanoid,1,CN,,Underground,Material,38,Fiend Folio,1
Dark Stalker,4,Medium,humanoid,3,CN,,Underground,Material,38,Fiend Folio,1
Darkweaver,10,Medium,aberration(extraplanar),9,NE,,Any,Shadow,39,Fiend Folio,1
Death Dog,2,Medium,magical beast,2,NE,,Deserts/Hills/Mountains/Plains/Underground,Material,41,Fiend Folio,1
Demodand: Farastu,11,Medium,"outsider(evil, extraplanar)",11,NE,,Any/Underground,Carceri,42,Fiend Folio,1
Demodand: Kelubar,13,Medium,"outsider(evil, extraplanar)",13,NE,,Any/Underground,Carceri,44,Fiend Folio,1
Demodand: Shator,16,Large,"outsider(evil, extraplanar)",15,NE,,Any/Underground,Carceri,45,Fiend Folio,1
Demon: Alkilith (Tanar'ri),14,Medium,"outsider(chaotic, evil, extraplanar)",11,CE,,Any/Underground,Abyss,46,Fiend Folio,1
Demon: Blood Fiend,14,Large,undead(extraplanar),12,CE,,Any/Underground,Abyss,47,Fiend Folio,1
Demon: Klurichir (Tanar'ri),25,Huge,"outsider(chaotic, evil, extraplanar)",20,CE,,Any/Underground,Abyss,48,Fiend Folio,1
Demon: Maurezhi (Tanar'ri),9,Medium,"outsider(chaotic, evil, extraplanar)",5,CE,,Any/Underground,Abyss,50,Fiend Folio,1
Demon: Myrmyxicus (Tanar'ri),21,Huge,"outsider(aquatic, chaotic, evil, extraplanar)",18,CE,,Aquatic,Abyss,52,Fiend Folio,1
Demon: Skulvyn,4,Large,"outsider(aquatic, chaotic, evil, extraplanar)",4,CE,,Aquatic,Abyss,54,Fiend Folio,1
Demon: Wastrilith,17,Huge,"outsider(aquatic, chaotic, evil, extraplanar)",15,CE,, Aquatic,Abyss,54,Fiend Folio,1
"Angel, Monadic Deva",12,Medium,"outsider(extraplanar, good)",10,G,,Any/Underground,Any Upper,56,Fiend Folio,1
"Angel, Movanic Deva",9,Medium,"outsider(extraplanar, good)",6,G,,Any/Underground,Any Upper,57,Fiend Folio,1
Devil: Paeliryon (Baatezu),22,Huge,"outsider(evil, extraplanar, lawful)",18,LE,,Any/Underground,Baator (Nine Hells),58,Fiend Folio,1
Devil: Xerfilstyx (Baatezu),18,Huge,"outsider(aquatic, evil, extraplanar, lawful)",15,LE,,Any/Underground,Baator (Nine Hells),59,Fiend Folio,1
Dire Rhinoceros,9,Huge,animal,17,N,Cold/Temperate,Plains,Material,61,Fiend Folio,1
Disenchanter,17,Huge,magical beast,16,N,,Any/Underground,Material,62,Fiend Folio,1
Ethereal Ooze,10,Huge,"ooze(extraplanar, incorporeal)",12,N,,Any,Ethereal,63,Fiend Folio,1
"Ethergaunt, Black",17,Medium,aberration(extraplanar),16,NE,,Any/Underground,Ethereal,65,Fiend Folio,1
"Ethergaunt, Red",9,Medium,aberration(extraplanar),5,NE,,Any/Underground,Ethereal,66,Fiend Folio,1
"Ethergaunt, White",13,Medium,aberration(extraplanar),11,NE,,Any/Underground,Ethereal,67,Fiend Folio,1
Fensir,5,Large,giant(extraplanar),4,CN,,Any,Ysgard,69,Fiend Folio,1
Rakka (Fensir),8,Huge,giant(extraplanar),12,CN,,Any,Ysgard,70,Fiend Folio,1
Fhorge,9,Large,animal(extraplanar),12,N,Temperate/Warm,Forests,Outlands,72,Fiend Folio,1
"Flame Snake, Minor",1,Small,magical beast(fire),1,E,,Any/Underground,Material,73,Fiend Folio,1
"Flame Snake, Lesser",7,Medium,magical beast(fire),8,E,,Any/Underground,Material,74,Fiend Folio,1
"Flame Snake, Greater",16,Huge,magical beast(fire),17,E,,Any/Underground,Material,75,Fiend Folio,1
Formian Armadon,8,Large,"outsider(extraplanar, lawful)",8,LN,,Any/Underground,Mechanus,77,Fiend Folio,1
Formian Observer,11,Medium,"outsider(extraplanar, lawful)",9,LN,,Any/Underground,Mechanus,77,Fiend Folio,1
Formian Winged Warrior,6,Medium,"outsider(extraplanar, lawful)",6,LN,,Any/Underground,Mechanus,78,Fiend Folio,1
Fossergrim,5,Medium,fey(aquatic),5,N,,Any,Material,79,Fiend Folio,1
Gathra,10,Large,magical beast(extraplanar),9,LE,,Any/Underground,Baator (Nine Hells),80,Fiend Folio,1
"Giant, Bog",6,Large,giant(aquatic),8,N,,Aquatic/ANY/Underground,Material,81,Fiend Folio,1
"Giant, Shadow",18,Huge,giant,18,LE,,Any/Underground,Material,82,Fiend Folio,1
"Golem, Blood",8,Large,construct,10,LE,,Any/Underground,Material,84,Fiend Folio,1
"Golem, Brain",10,Large,construct,12,LE,,Underground,Material,85,Fiend Folio,1
"Golem, Demonflesh",18,Huge,construct(extraplanar),24,CE,,Any/Underground,Abyss,86,Fiend Folio,1
"Golem, Hellfire",17,Large,construct(extraplanar),20,LE,,Any/Underground,Baator (Nine Hells),88,Fiend Folio,1
Half-Fey Centaur,4,Large,fey,4,C,Temperate,Forests,Material,89,Fiend Folio,1
Half-Illithid Lizardfolk,4,Medium,"aberration(reptilian,AUGMENTED)",2,NE,,Underground,Material,90,Fiend Folio,1
Half-Troll Barbazu,9,Medium,"giant(extraplanar,AUGMENTED)",6,LE,,Any/Underground,Baator (Nine Hells),92,Fiend Folio,1
Huecuva,7,Medium,undead(AUGMENTED),5,NE,,Any/Underground,Material,94,Fiend Folio,1
Hullathoin,15,Huge,undead,16,NE,,Any/Underground,Material,96,Fiend Folio,1
"Devil: Imp, Bloodbag",3,Tiny,"outsider(evil, extraplanar, lawful)",4,LE,,Any/Underground,Baator (Nine Hells),98,Fiend Folio,1
"Devil: Imp, Euphoric",3,Tiny,"outsider(evil, extraplanar, lawful)",4,LE,,Any/Underground,Baator (Nine Hells),99,Fiend Folio,1
Forsaken Shell,6,Medium,undead,14,CE,,Any,Material,100,Libris Mortis,1
Ghost Brute Hound,3,Medium,"undead(augmented animal, incorporeal)",2,N,,Any ,Material,101,Libris Mortis,1
Gravetouched Ghoul 6th-level Human Monk,7,Medium,undead(augmented humanoid),6,N,,Any,Material,104,Libris Mortis,1
"Golem, Grave Dirt",9,Large,construct,11,N,,Any,Material,105,Libris Mortis,1
"Half-Vampire, 1st-level Gnoll Barbarian",3,Medium,humanoid(AUGMENTED),3,CE,Warm,Plains,Material,106,Libris Mortis,1
"Ettin, Hooded Pupil",7,Large,giant(AUGMENTED),10,CE,Cold,Hills,Material,108,Libris Mortis,1
Hulking Corpse,9,Large,undead,20,CE,,Any,Material,109,Libris Mortis,1
"Ogre, Mummified",5,Large,undead(augmented giant),4,LE,,Deserts/Underground,Material,110,Libris Mortis,1
Murk,3,Medium,undead(incorporeal),3,CE,,Any,Material,112,Libris Mortis,1
"Necromental, Earth, Large",6,Large,"undead(augmented elemental, earth, extraplanar)",8,NE,,Any,Elemental Earth,112,Libris Mortis,1
"Necropolitan, 5th-level Human Wizard",5,Medium,undead(augmented humanoid),5,N,,Any,Material,114,Libris Mortis,1
Plague Blight,6,Medium,undead(evil),6,E,,Any,Material,115,Libris Mortis,1
Quell,3,Medium,undead(incorporeal),5,LE,,Any,Material,116,Libris Mortis,1
Raiment,1,Small,undead,3,CE,,Any,Material,117,Libris Mortis,1
Revived Fossil Megaraptor,10,Huge,undead(augmented animal),8,NE,Warm,Forests,Material,118,Libris Mortis,1
Skin Kite,3,Small,undead,4,NE,Cold, Hills,Material,119,Libris Mortis,1
Skirr,7,Huge,undead,9,NE,Cold,Hills,Material,120,Libris Mortis,1
Skulking Cyst,4,Small,undead,4,CE,,Any,Material,120,Libris Mortis,1
Slaughter Wight,8,Medium,undead,18,CE,,Any,Material,121,Libris Mortis,1
Slaymate,2,Small,undead,4,LE,,Any,Material,122,Libris Mortis,1
Spectral Lyrist,4,Medium,undead(incorporeal),6,CE,,Any,Material,123,Libris Mortis,1
Swarm-shifter 13th-level Mummy King Druid,16,Medium,"undead(shapechanger,AUGMENTED)",21,NE,,Any,Material,124,Libris Mortis,1
"Displacer Beast, Umbral",6,Large,"undead(augmented magical beast, incorporeal)",6,CE,,Any/Underground,Material,128,Libris Mortis,1
Tomb Mote,2,Tiny,undead,3,CE,,Underground,Material,128,Libris Mortis,1
Visage,9,Medium,"undead(chaotic, evil, extraplanar)",12,CE,,Any,Abyss,130,Libris Mortis,1
Voidwraith,6,Medium,"undead(air, incorporeal)",6,NE,,Any,Material,131,Libris Mortis,1
Wheep,11,Medium,undead,9,LE,Cold, Mountains,Material,132,Libris Mortis,1
Angel Of Decay,15,Large,undead,26,CE,,Any/Underground,Material,83,Libris Mortis,1
Atropal Scion,11,Medium,undead,9,CE,,Any,Material,84,Libris Mortis,1
Blaspheme,9,Medium,undead,18,NE,Cold,Hills/Plains,Material,85,Libris Mortis,1
Bleakborn,7,Medium,undead,8,NE,,Any,Material,86,Libris Mortis,1
Blood Amniote,9,Huge,undead,10,N,,Underground,Material,87,Libris Mortis,1
Bloodmote Cloud,6,Fine,undead(swarm),10,NE,,Any,Material,88,Libris Mortis,1
Boneyard,14,Huge,undead,17,CE,,Any,Material,89,Libris Mortis,1
Carcass Eater,1/2,Small,animal,1,N,Temperate,Forests,Material,91,Libris Mortis,1
Cinderspawn,6,Large,undead(fire),10,CE,,Any,Material,91,Libris Mortis,1
Corpse Rat Swarm,4,Tiny,undead(swarm),8,NE,,Any,Material,92,Libris Mortis,1
Crypt Chanter,7,Medium,undead(incorporeal),7,CE,,Any/Underground,Material,93,Libris Mortis,1
Deathlock,3,Medium,undead,3,NE,,Any,Material,94,Libris Mortis,1
Desiccator,2,Small,undead(water),4,NE,,Any,Material,94,Libris Mortis,1
Dire Maggot,2,Small,vermin,6,N,,Underground,Material,95,Libris Mortis,1
Dream Vestige,16,Huge,undead(incorporeal),17,CE,,Any,Material,96,Libris Mortis,1
Entomber,5,Medium,undead,8,LE,,Any,Material,97,Libris Mortis,1
Entropic Reaper,12,Medium,"undead(chaotic, extraplanar)",19,CE,,Any,Limbo,98,Libris Mortis,1
"Wraith, Evolved",6,Medium,"undead(incorporeal,AUGMENTED)",5,LE,,Any,Material,99,Libris Mortis,1
"Beholderkin, Hive Mother",16,Huge,aberration,20,LE,Cold,Hills,Material,135,Lord of Madness,1
